Date,Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,RainToday,RainTomorrow,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,TomorrowTemp
2010-01-11,Melbourne,0.0,8.4,11.7,3,59.0,3,6,35.0,28.0,0.0,0.0,42.1,15.2,29.8,40.2,15.2,28.9,12.6,46.7,0.0,0,0.0,1008.8,25.7,14.5,375.6,32.3,10.0,370,1244,0.85,28.1
2010-01-12,Melbourne,0.0,19.4,2.7,15,65.0,15,14,20.0,30.0,0.0,0.0,34.9,16.1,28.1,35.3,16.1,27.5,13.2,46.0,0.538,100,4.17,1005.4,86.6,15.1,190.4,16.6,6.0,371,1244,0.89,17.1
2010-01-13,Melbourne,0.2,7.6,5.7,8,48.0,8,10,15.0,30.0,0.0,0.0,19.5,15.1,17.1,19.5,15.1,17.1,9.5,61.6,0.34,100,4.17,1016.0,77.8,15.7,284.1,24.6,10.0,372,1244,0.92,17.4
2010-01-14,Melbourne,0.0,5.0,13.4,10,43.0,10,8,19.0,24.0,0.0,0.0,22.0,13.0,17.4,22.0,13.0,17.4,8.4,56.5,0.0,0,0.0,1019.0,51.9,17.7,322.5,28.1,10.0,373,1244,0.96,19.7
2010-01-15,Melbourne,0.0,9.2,12.0,8,31.0,10,8,11.0,15.0,0.0,0.0,26.4,13.7,19.7,26.4,13.7,19.7,12.2,63.3,0.0,0,0.0,1015.4,73.1,17.0,317.0,27.4,10.0,374,1243,0.0,20.6
2010-01-16,Melbourne,0.0,8.0,12.3,12,56.0,5,8,9.0,33.0,0.0,0.0,30.4,14.1,20.6,28.6,14.1,20.4,13.1,65.6,0.0,0,0.0,1008.4,61.6,13.6,350.8,30.3,10.0,375,1243,0.02,15.8
2010-01-17,Melbourne,0.0,11.4,9.3,15,69.0,13,15,24.0,39.0,0.0,1.0,20.1,11.7,15.8,20.1,11.7,15.8,6.2,55.1,2.418,100,12.5,1009.4,58.1,16.0,207.6,18.0,7.0,376,1243,0.06,13.0
2010-01-18,Melbourne,2.6,7.8,7.0,12,57.0,12,11,43.0,31.0,1.0,1.0,17.1,9.1,13.0,17.1,5.5,12.2,7.0,68.2,15.69,100,16.67,1010.7,88.8,14.7,256.7,22.2,7.0,377,1242,0.09,15.9
2010-01-19,Melbourne,7.2,5.2,9.2,15,44.0,15,15,20.0,20.0,1.0,0.0,22.1,10.7,15.9,22.1,10.7,15.9,7.4,60.0,1.844,100,8.33,1012.6,73.2,17.1,324.0,27.9,10.0,378,1242,0.13,19.4
2010-01-20,Melbourne,0.0,6.4,10.6,10,39.0,7,10,13.0,20.0,0.0,0.0,27.1,11.8,19.4,26.3,11.8,19.4,10.1,60.7,0.0,0,0.0,1010.5,49.1,17.1,336.1,29.1,10.0,379,1241,0.16,20.9
2010-01-21,Melbourne,0.0,7.6,8.3,8,37.0,10,10,6.0,17.0,0.0,0.0,27.1,15.1,20.9,26.8,15.1,20.9,12.1,61.0,0.073,100,4.17,1010.3,81.5,14.3,316.9,27.4,10.0,380,1241,0.19,28.6
2010-01-22,Melbourne,0.0,10.0,1.0,6,70.0,3,3,41.0,26.0,0.0,0.0,37.3,21.8,28.6,34.4,21.8,27.5,7.4,30.9,0.024,100,4.17,1004.2,75.2,18.7,193.2,16.7,9.0,382,1240,0.23,17.7
2010-01-23,Melbourne,0.0,11.4,8.4,12,54.0,11,8,17.0,30.0,0.0,0.0,21.9,14.6,17.7,21.9,14.6,17.7,9.9,61.1,0.335,100,8.33,1012.9,65.0,15.7,356.3,30.6,10.0,383,1240,0.25,15.9
2010-01-24,Melbourne,0.0,7.4,10.3,8,33.0,0,8,9.0,13.0,0.0,0.0,22.1,9.3,15.9,22.1,9.3,15.9,8.6,63.3,0.0,0,0.0,1015.0,58.6,15.7,368.6,31.9,10.0,384,1239,0.29,17.6
2010-01-25,Melbourne,0.0,6.6,11.2,8,33.0,9,8,13.0,20.0,0.0,0.0,23.4,12.0,17.6,23.4,12.0,17.6,10.3,63.6,0.0,0,0.0,1013.4,50.8,16.8,373.6,32.2,10.0,385,1238,0.33,17.9
2010-01-26,Melbourne,0.0,7.0,9.9,8,43.0,11,10,11.0,26.0,0.0,0.0,24.9,10.5,17.9,24.9,10.5,17.9,11.6,68.4,0.0,0,0.0,1012.3,46.5,18.6,341.5,29.5,10.0,386,1238,0.36,17.4
2010-01-27,Melbourne,0.0,7.2,7.5,10,48.0,10,8,22.0,26.0,0.0,0.0,21.2,15.1,17.4,21.2,15.1,17.4,9.9,62.5,0.0,0,0.0,1015.5,62.7,15.9,376.1,32.7,10.0,387,1237,0.39,18.7
2010-01-28,Melbourne,0.0,6.6,9.0,11,43.0,13,11,15.0,20.0,0.0,0.0,25.6,12.1,18.7,25.6,12.1,18.7,12.9,70.7,0.0,0,0.0,1010.2,62.4,14.3,289.1,24.9,9.0,388,1236,0.43,18.3
2010-01-29,Melbourne,0.0,7.0,7.5,10,48.0,8,8,24.0,30.0,0.0,0.0,21.1,15.1,18.3,21.1,15.1,18.3,11.7,67.2,0.0,0,0.0,1014.6,68.4,15.3,356.8,30.9,10.0,389,1235,0.46,22.5
2010-01-30,Melbourne,0.0,6.8,13.1,5,50.0,13,3,9.0,26.0,0.0,0.0,35.1,9.9,22.5,33.4,9.2,21.9,10.5,53.5,0.0,0,0.0,1013.6,25.5,14.8,359.1,31.1,10.0,391,1235,0.5,26.1
2010-01-31,Melbourne,0.0,14.8,7.2,3,81.0,3,3,61.0,44.0,0.0,1.0,36.0,18.1,26.1,35.1,18.1,25.7,13.0,48.0,3.084,100,4.17,1010.2,38.8,15.6,294.0,25.5,10.0,392,1234,0.53,19.0
2010-02-01,Melbourne,1.4,10.2,11.0,8,39.0,10,8,15.0,28.0,1.0,0.0,24.1,15.9,19.0,24.1,15.9,19.0,11.4,63.6,0.0,0,0.0,1016.7,72.9,13.8,351.7,30.4,10.0,393,1233,0.56,24.6
2010-02-02,Melbourne,0.0,7.4,12.0,3,52.0,0,9,11.0,20.0,0.0,0.0,34.1,14.3,24.6,32.7,14.3,24.0,12.0,52.0,0.0,0,0.0,1013.5,62.2,14.8,341.5,29.3,10.0,394,1232,0.59,27.4
2010-02-03,Melbourne,0.0,12.0,12.1,3,43.0,1,4,19.0,13.0,0.0,0.0,34.1,19.6,27.4,31.9,19.6,26.8,11.9,41.5,0.0,0,0.0,1010.9,77.5,18.3,306.8,26.5,9.0,395,1231,0.63,24.4
2010-02-04,Melbourne,0.0,13.2,0.7,3,63.0,3,3,22.0,26.0,0.0,1.0,29.1,20.1,24.4,28.2,20.1,24.3,16.6,65.3,3.454,100,8.33,1008.8,86.4,17.8,147.8,12.6,7.0,396,1230,0.66,17.6
2010-02-05,Melbourne,15.0,2.2,1.6,8,43.0,11,10,19.0,31.0,1.0,1.0,20.3,16.1,17.6,20.3,16.1,17.6,13.9,80.1,4.658,100,12.5,1015.4,91.6,12.5,262.8,22.7,8.0,397,1229,0.69,19.1
2010-02-06,Melbourne,2.0,4.8,11.3,10,39.0,8,8,22.0,19.0,1.0,0.0,25.1,14.5,19.1,25.1,14.5,19.1,11.5,62.0,0.0,0,0.0,1020.7,64.3,18.4,307.8,26.7,10.0,399,1228,0.75,22.1
2010-02-07,Melbourne,0.0,5.2,13.0,10,31.0,16,10,0.0,13.0,0.0,0.0,32.1,12.7,22.1,30.8,12.7,21.8,13.1,62.0,0.024,100,4.17,1020.3,6.9,16.7,345.7,30.1,10.0,400,1227,0.76,25.0
2010-02-08,Melbourne,0.0,7.2,12.8,10,44.0,0,8,9.0,24.0,0.0,0.0,35.1,15.9,25.0,33.1,15.9,24.7,13.8,55.7,0.0,0,0.0,1019.6,17.1,18.8,346.6,30.1,10.0,401,1226,0.8,24.9
2010-02-09,Melbourne,0.0,10.0,8.8,3,54.0,3,10,39.0,20.0,0.0,0.0,33.0,16.1,24.9,34.1,16.1,25.0,16.3,62.6,1.672,100,4.17,1019.0,56.7,13.6,312.3,26.8,9.0,402,1225,0.83,23.2
2010-02-10,Melbourne,0.0,8.8,3.8,14,59.0,0,3,7.0,22.0,0.0,0.0,33.1,18.1,23.2,33.0,18.1,23.3,17.4,72.1,0.397,100,8.33,1017.3,83.7,11.2,237.7,20.6,8.0,403,1224,0.86,22.5
2010-02-11,Melbourne,0.0,3.4,4.5,12,72.0,14,5,9.0,20.0,0.0,1.0,30.5,18.1,22.5,30.9,18.1,22.6,17.4,75.2,21.932,100,8.33,1012.4,82.8,14.9,189.4,16.2,9.0,404,1223,0.9,19.0
2010-02-12,Melbourne,35.2,6.8,0.4,8,37.0,12,8,20.0,22.0,1.0,0.0,20.7,17.1,19.0,20.7,17.1,19.0,15.0,78.4,1.326,100,8.33,1011.7,90.6,13.3,281.0,24.2,9.0,405,1222,0.93,18.2
2010-02-13,Melbourne,0.0,2.8,0.1,11,31.0,11,8,11.0,22.0,0.0,1.0,21.2,15.1,18.2,21.2,15.1,18.2,14.6,79.7,0.259,100,8.33,1011.3,93.2,13.4,244.1,21.1,7.0,406,1221,0.96,20.9
2010-02-14,Melbourne,9.2,1.6,7.5,10,43.0,12,8,15.0,20.0,1.0,0.0,26.1,17.1,20.9,26.1,17.1,20.9,15.7,73.6,0.352,100,8.33,1008.4,90.2,14.4,176.7,15.2,5.0,408,1220,0.0,20.9
2010-02-15,Melbourne,0.0,5.8,7.4,9,57.0,9,8,28.0,30.0,0.0,0.0,25.1,18.1,20.9,25.1,18.1,20.9,13.9,65.1,0.0,0,0.0,1013.1,70.1,18.2,316.6,27.4,9.0,409,1218,0.03,19.7
2010-02-16,Melbourne,0.0,5.6,12.7,8,39.0,10,8,26.0,24.0,0.0,0.0,25.8,14.1,19.7,25.8,14.1,19.7,13.0,67.4,0.0,0,0.0,1016.4,16.9,16.5,337.4,29.0,10.0,410,1217,0.07,18.9
2010-02-17,Melbourne,0.0,7.4,10.8,10,41.0,12,11,13.0,17.0,0.0,0.0,24.7,13.9,18.9,24.7,13.9,18.9,13.3,72.4,0.0,0,0.0,1017.8,53.0,15.7,274.2,23.8,8.0,411,1216,0.1,19.4
2010-02-18,Melbourne,0.0,7.0,11.7,10,33.0,10,10,20.0,20.0,0.0,0.0,24.2,15.1,19.4,24.2,15.1,19.4,13.5,70.4,0.0,0,0.0,1022.4,50.7,16.8,327.8,28.4,10.0,412,1215,0.13,23.3
2010-02-19,Melbourne,0.0,8.0,12.1,3,74.0,3,3,50.0,31.0,0.0,0.0,32.2,14.1,23.3,30.5,14.1,22.7,11.6,55.2,0.0,0,0.0,1019.4,22.2,17.7,317.7,27.3,10.0,413,1213,0.17,27.6
2010-02-20,Melbourne,0.0,14.2,10.1,3,74.0,3,3,43.0,39.0,0.0,0.0,33.8,19.8,27.6,32.1,19.8,26.8,9.6,34.1,0.0,0,0.0,1012.3,44.6,20.0,275.4,23.9,10.0,414,1212,0.2,24.5
2010-02-21,Melbourne,0.0,14.8,10.4,3,57.0,11,10,13.0,20.0,0.0,0.0,28.6,19.2,24.5,28.3,19.2,24.4,13.2,51.6,0.0,0,0.0,1009.8,61.1,17.6,303.1,26.1,9.0,415,1211,0.24,20.4
2010-02-22,Melbourne,0.0,7.0,9.3,15,74.0,13,15,13.0,24.0,0.0,0.0,27.3,15.1,20.4,26.7,15.1,20.3,12.4,64.0,1.347,100,4.17,1011.6,64.5,17.1,233.2,20.0,9.0,416,1210,0.25,16.3
2010-02-23,Melbourne,0.0,9.2,11.8,11,43.0,12,10,24.0,24.0,0.0,0.0,21.5,10.7,16.3,21.5,10.7,16.3,7.8,58.0,0.131,100,4.17,1020.6,46.6,16.1,307.8,26.6,9.0,417,1208,0.31,16.3
2010-02-24,Melbourne,0.0,6.4,12.5,10,41.0,15,8,9.0,22.0,0.0,0.0,22.6,9.4,16.3,22.6,9.4,16.3,8.8,63.8,0.0,0,0.0,1022.8,27.3,16.0,321.7,27.8,10.0,418,1207,0.34,18.0
2010-02-25,Melbourne,0.0,6.6,12.2,8,31.0,11,10,6.0,15.0,0.0,0.0,25.2,10.3,18.0,25.2,10.3,18.0,11.2,67.1,0.0,0,0.0,1024.6,22.3,16.2,300.6,26.1,10.0,419,1206,0.37,23.8
2010-02-26,Melbourne,0.0,5.8,11.7,3,59.0,3,3,41.0,31.0,0.0,0.0,32.5,13.1,23.8,31.2,13.1,23.3,11.7,52.8,0.0,0,0.0,1019.7,25.7,16.0,300.4,25.9,9.0,420,1204,0.41,20.8
2010-02-27,Melbourne,0.0,13.0,1.6,3,50.0,8,8,24.0,19.0,0.0,0.0,26.1,16.8,20.8,26.1,16.8,20.8,13.8,66.1,0.137,100,4.17,1018.2,78.7,13.0,251.8,21.7,9.0,421,1203,0.44,16.0
2010-02-28,Melbourne,0.0,4.0,5.2,8,52.0,11,8,19.0,33.0,0.0,0.0,19.0,13.4,16.0,19.0,13.4,16.0,8.1,60.5,0.0,0,0.0,1022.1,90.4,14.2,282.9,24.5,10.0,422,1201,0.48,15.8
2010-03-01,Melbourne,0.4,8.0,8.5,10,54.0,9,10,33.0,39.0,0.0,0.0,19.4,12.7,15.8,19.4,12.7,15.8,7.2,57.1,0.046,100,4.17,1023.0,69.7,16.9,303.8,26.2,9.0,423,1200,0.5,16.5
2010-03-02,Melbourne,0.0,6.2,10.3,10,41.0,10,8,11.0,26.0,0.0,0.0,21.4,11.3,16.5,21.4,11.3,16.5,9.3,63.4,0.0,0,0.0,1021.7,71.4,18.0,253.6,22.0,8.0,424,1199,0.54,19.4
2010-03-03,Melbourne,0.0,5.4,10.5,10,26.0,5,9,9.0,13.0,0.0,0.0,26.8,13.2,19.4,26.6,13.2,19.4,12.0,64.7,0.0,0,0.0,1017.6,45.4,15.8,274.8,23.7,9.0,425,1197,0.58,23.0
2010-03-04,Melbourne,0.0,6.8,5.5,3,48.0,3,3,22.0,26.0,0.0,0.0,30.5,13.4,23.0,29.0,13.4,22.5,11.3,54.0,0.0,0,0.0,1010.8,53.6,17.2,221.3,19.2,9.0,426,1196,0.61,22.4
2010-03-05,Melbourne,1.0,7.6,1.5,5,48.0,3,5,11.0,28.0,0.0,1.0,26.2,19.1,22.4,26.2,19.1,22.4,15.9,67.5,0.66,100,12.5,1006.0,85.8,17.1,155.5,13.4,6.0,427,1194,0.64,20.1
2010-03-06,Melbourne,1.2,4.0,5.7,15,102.0,12,11,6.0,26.0,1.0,1.0,26.1,17.1,20.1,26.1,17.1,20.1,16.9,83.0,27.519,100,12.5,1009.4,63.2,14.6,218.1,18.7,7.0,428,1193,0.68,19.2
2010-03-07,Melbourne,39.2,13.2,3.7,15,50.0,9,12,19.0,7.0,1.0,1.0,26.3,16.1,19.2,26.3,16.1,19.2,16.6,86.4,16.869,100,16.67,1011.2,86.8,14.5,214.0,18.4,8.0,429,1191,0.71,17.8
2010-03-08,Melbourne,27.2,7.0,6.4,3,67.0,3,3,20.0,37.0,1.0,1.0,21.9,16.1,17.8,21.9,16.1,17.8,14.4,81.7,17.585,100,16.67,1005.4,77.9,15.4,227.8,19.5,8.0,430,1190,0.75,16.4
2010-03-09,Melbourne,7.0,3.0,7.3,15,57.0,13,15,30.0,39.0,1.0,0.0,18.4,13.8,16.4,18.4,13.8,16.4,9.3,64.8,0.715,100,8.33,1014.8,79.1,17.6,233.2,20.3,7.0,431,1188,0.77,14.6
2010-03-10,Melbourne,0.0,6.0,4.6,8,44.0,12,8,17.0,31.0,0.0,0.0,17.3,12.1,14.6,17.3,12.1,14.6,7.7,64.0,0.336,100,4.17,1027.2,80.6,17.0,152.4,13.0,5.0,432,1187,0.81,15.5
2010-03-11,Melbourne,0.2,3.6,11.6,8,41.0,9,8,11.0,26.0,0.0,0.0,20.5,10.8,15.5,20.5,10.8,15.5,9.2,66.9,0.171,100,4.17,1033.4,48.5,20.3,237.1,20.5,8.0,433,1185,0.84,16.7
2010-03-12,Melbourne,0.0,4.0,11.4,9,31.0,13,8,9.0,19.0,0.0,0.0,24.1,8.9,16.7,24.1,7.9,16.7,10.9,71.6,0.0,0,0.0,1035.1,32.2,18.2,278.2,24.0,9.0,434,1184,0.87,18.5
2010-03-13,Melbourne,0.0,5.0,11.6,6,39.0,7,8,9.0,6.0,0.0,0.0,26.1,10.6,18.5,26.1,10.6,18.5,10.5,64.3,0.0,0,0.0,1032.9,2.3,17.7,275.6,24.0,9.0,435,1182,0.91,19.6
2010-03-14,Melbourne,0.0,5.8,11.5,3,39.0,3,5,22.0,19.0,0.0,0.0,26.7,11.3,19.6,26.3,11.3,19.6,9.6,57.4,0.0,0,0.0,1027.4,16.5,20.2,271.8,23.6,9.0,436,1181,0.94,21.3
2010-03-15,Melbourne,0.0,6.6,10.5,3,33.0,3,14,24.0,13.0,0.0,0.0,29.1,13.6,21.3,27.5,13.6,21.0,8.5,48.1,0.0,0,0.0,1022.3,40.7,17.0,266.2,22.9,9.0,437,1179,0.97,24.1
2010-03-16,Melbourne,0.0,8.6,11.0,3,43.0,3,3,31.0,28.0,0.0,0.0,30.7,17.7,24.1,29.3,17.7,23.7,9.7,41.5,0.088,100,4.17,1020.3,31.1,18.5,253.8,22.0,8.0,438,1178,0.0,23.6
2010-03-17,Melbourne,0.0,11.8,7.8,3,56.0,3,13,41.0,13.0,0.0,0.0,32.7,19.1,23.6,31.1,19.1,23.3,11.4,49.0,0.0,0,0.0,1021.9,72.6,17.1,216.1,18.8,8.0,439,1176,0.04,24.9
2010-03-18,Melbourne,0.0,8.0,2.2,6,41.0,3,6,17.0,17.0,0.0,0.0,31.1,19.3,24.9,29.6,19.3,24.5,12.9,50.8,0.0,0,0.0,1021.3,82.6,15.6,138.1,12.0,6.0,440,1175,0.08,23.1
2010-03-19,Melbourne,0.0,8.8,4.8,3,43.0,13,15,9.0,13.0,0.0,0.0,28.6,19.1,23.1,28.7,19.1,23.1,13.5,57.0,0.496,100,8.33,1017.0,67.5,16.7,202.7,17.5,7.0,441,1173,0.11,19.8
2010-03-20,Melbourne,0.2,3.2,8.4,11,31.0,11,8,9.0,26.0,0.0,0.0,24.3,17.0,19.8,24.3,17.0,19.8,13.7,69.4,0.0,0,0.0,1019.8,75.8,17.4,252.1,21.8,8.0,442,1172,0.15,17.9
2010-03-21,Melbourne,0.0,5.4,8.2,12,54.0,13,12,11.0,31.0,0.0,0.0,22.3,14.6,17.9,22.3,14.6,17.9,10.2,63.2,0.137,100,4.17,1020.0,55.4,17.3,220.3,19.0,7.0,443,1170,0.18,15.1
2010-03-22,Melbourne,0.0,5.8,11.0,8,33.0,15,12,17.0,11.0,0.0,0.0,20.1,10.1,15.1,20.1,10.1,15.1,8.4,66.4,0.0,0,0.0,1022.3,31.5,15.4,248.1,21.5,8.0,444,1169,0.22,15.9
2010-03-23,Melbourne,0.0,4.0,7.3,12,37.0,15,15,17.0,17.0,0.0,0.0,22.1,10.1,15.9,22.1,10.1,15.9,10.1,70.1,0.0,0,0.0,1022.6,68.3,16.5,189.5,16.4,7.0,445,1167,0.25,17.7
2010-03-24,Melbourne,0.0,4.4,8.4,9,33.0,13,9,13.0,17.0,0.0,0.0,21.4,14.8,17.7,21.4,14.8,17.7,12.6,73.2,0.082,100,4.17,1023.6,67.5,17.1,199.2,17.0,6.0,446,1166,0.29,20.7
2010-03-25,Melbourne,0.0,3.8,10.0,3,46.0,3,6,13.0,20.0,0.0,0.0,29.8,11.6,20.7,28.3,11.6,20.4,10.7,60.4,0.0,0,0.0,1018.6,66.9,12.2,227.5,19.8,8.0,447,1164,0.32,21.2
2010-03-26,Melbourne,0.0,9.6,7.2,3,50.0,3,10,31.0,30.0,0.0,0.0,28.5,17.1,21.2,27.5,17.1,21.0,10.8,55.0,0.082,100,4.17,1016.9,74.9,18.7,175.0,15.2,7.0,447,1163,0.36,18.1
2010-03-27,Melbourne,0.0,4.0,0.4,12,30.0,10,8,15.0,13.0,0.0,0.0,21.7,16.1,18.1,21.7,16.1,18.1,13.9,77.1,0.027,100,4.17,1019.9,82.4,14.0,148.9,13.0,6.0,448,1161,0.39,21.4
2010-03-28,Melbourne,0.0,3.8,0.1,3,61.0,3,3,31.0,30.0,0.0,1.0,26.4,17.1,21.4,26.4,17.1,21.4,13.1,61.3,0.476,100,8.33,1012.2,87.5,15.8,74.7,6.5,3.0,449,1160,0.43,18.8
2010-03-29,Melbourne,8.0,3.8,6.8,13,44.0,6,9,11.0,22.0,1.0,0.0,22.1,17.1,18.8,22.1,17.1,18.8,15.2,80.3,10.345,100,12.5,1014.9,82.3,16.9,209.9,18.1,8.0,450,1158,0.46,16.2
2010-03-30,Melbourne,0.4,4.0,9.6,8,37.0,12,8,11.0,28.0,0.0,0.0,19.6,11.9,16.2,19.6,11.9,16.2,11.0,72.3,0.088,100,4.17,1022.6,65.3,19.1,232.4,20.1,8.0,451,1157,0.5,15.0
2010-03-31,Melbourne,0.0,3.6,7.6,12,26.0,12,15,7.0,9.0,0.0,0.0,21.2,9.1,15.0,21.2,7.3,14.9,10.7,77.2,0.0,0,0.0,1021.8,42.9,16.0,230.1,19.7,8.0,452,1155,0.53,17.0
2010-04-01,Melbourne,0.0,2.4,7.7,8,31.0,13,10,11.0,19.0,0.0,0.0,21.1,13.5,17.0,21.1,13.5,17.0,12.8,77.5,0.082,100,4.17,1020.2,71.5,14.1,151.9,13.1,5.0,453,1154,0.56,16.3
2010-04-02,Melbourne,0.0,2.2,4.9,8,44.0,10,8,22.0,31.0,0.0,0.0,19.6,13.1,16.3,19.6,13.1,16.3,11.4,73.5,0.0,0,0.0,1021.6,82.3,17.6,205.2,17.7,7.0,454,1152,0.6,16.6
2010-04-03,Melbourne,0.0,4.0,9.0,11,31.0,13,8,9.0,17.0,0.0,0.0,21.9,11.4,16.6,21.9,11.4,16.6,10.4,67.5,0.0,0,0.0,1021.6,61.3,17.0,204.2,17.7,7.0,455,1151,0.63,16.8
2010-04-04,Melbourne,0.0,4.4,9.7,3,33.0,13,3,4.0,20.0,0.0,0.0,24.4,10.0,16.8,24.4,10.0,16.8,10.1,67.7,0.0,0,0.0,1019.5,25.2,17.2,205.1,18.4,7.0,396,1089,0.66,19.3
2010-04-05,Melbourne,0.0,4.6,9.9,3,50.0,3,3,24.0,31.0,0.0,0.0,25.9,12.3,19.3,25.9,12.3,19.3,10.0,57.9,0.0,0,0.0,1016.2,56.1,18.8,152.6,13.1,5.0,397,1088,0.69,20.5
2010-04-06,Melbourne,0.0,7.0,0.5,3,48.0,3,4,26.0,20.0,0.0,1.0,24.1,15.8,20.5,24.1,15.8,20.5,9.8,51.5,0.8,100,4.17,1013.0,81.8,18.7,130.4,11.2,7.0,397,1086,0.75,19.6
2010-04-07,Melbourne,6.8,5.2,4.1,3,41.0,3,14,20.0,19.0,1.0,0.0,24.0,16.1,19.6,24.0,16.1,19.6,14.3,73.7,6.652,100,4.17,1010.3,73.4,16.6,72.6,6.2,3.0,398,1085,0.76,17.4
2010-04-08,Melbourne,0.2,4.0,3.9,12,50.0,15,8,20.0,22.0,0.0,0.0,21.0,13.3,17.4,21.0,13.3,17.4,13.1,76.2,0.155,100,4.17,1016.2,77.4,17.1,155.4,13.3,6.0,399,1083,0.79,15.3
2010-04-09,Melbourne,0.0,2.6,2.3,3,26.0,3,13,9.0,13.0,0.0,0.0,21.1,10.1,15.3,21.1,10.1,15.3,11.9,82.1,0.0,0,0.0,1013.7,68.7,15.8,93.0,8.2,3.0,400,1082,0.82,17.3
2010-04-10,Melbourne,0.2,1.6,2.6,3,37.0,3,13,24.0,15.0,0.0,1.0,21.3,13.8,17.3,21.3,13.8,17.3,13.0,76.8,0.904,100,12.5,1007.9,77.6,17.3,116.4,10.1,6.0,401,1080,0.86,14.1
2010-04-11,Melbourne,3.6,4.0,8.5,13,72.0,13,15,37.0,37.0,1.0,0.0,17.1,12.0,14.1,17.1,12.0,14.1,6.9,62.8,2.644,100,8.33,1008.9,61.3,15.7,120.5,10.2,5.0,402,1079,0.89,13.2
2010-04-12,Melbourne,0.4,5.0,6.2,15,56.0,15,15,35.0,31.0,0.0,0.0,17.1,9.8,13.2,17.1,7.0,13.1,8.2,72.4,0.737,100,8.33,1018.0,61.0,16.0,71.8,6.3,3.0,403,1078,0.92,14.0
2010-04-13,Melbourne,0.6,3.6,0.0,15,33.0,12,11,20.0,19.0,0.0,0.0,16.1,11.6,14.0,16.1,11.6,14.0,7.8,66.7,0.029,100,4.17,1024.5,92.9,17.4,136.7,11.8,5.0,404,1076,0.95,14.3
2010-04-14,Melbourne,0.0,2.6,0.3,12,30.0,12,11,15.0,15.0,0.0,0.0,16.5,11.4,14.3,16.5,11.4,14.3,8.7,69.6,0.0,0,0.0,1023.4,92.0,19.0,126.9,11.0,6.0,405,1075,0.0,14.8
2010-04-15,Melbourne,0.0,2.2,0.8,12,30.0,11,10,15.0,19.0,0.0,0.0,17.4,12.1,14.8,17.4,12.1,14.8,11.2,79.4,0.024,100,4.17,1024.3,91.7,19.6,118.3,10.2,5.0,406,1073,0.02,17.4
2010-04-16,Melbourne,0.0,1.6,9.8,5,44.0,5,5,7.0,20.0,0.0,0.0,25.1,11.3,17.4,25.1,11.3,17.4,10.2,66.0,0.082,100,4.17,1023.9,75.0,16.3,187.4,16.1,7.0,407,1072,0.06,18.2
2010-04-17,Melbourne,0.0,5.2,10.2,3,44.0,3,3,20.0,28.0,0.0,0.0,26.7,9.0,18.2,26.4,9.0,18.2,9.3,60.0,0.049,100,4.17,1023.8,69.1,16.6,155.4,13.5,6.0,407,1071,0.09,19.6
2010-04-18,Melbourne,0.0,5.4,5.8,3,50.0,3,3,24.0,26.0,0.0,0.0,26.3,12.9,19.6,26.3,12.9,19.6,10.5,57.5,0.0,0,0.0,1023.3,76.0,16.3,134.2,11.7,6.0,408,1069,0.13,20.1
2010-04-19,Melbourne,0.0,6.0,6.6,3,46.0,3,3,17.0,28.0,0.0,0.0,27.1,13.0,20.1,26.9,13.0,20.1,11.8,61.9,0.0,0,0.0,1022.2,86.2,17.7,114.5,9.9,5.0,409,1068,0.16,21.5
2010-04-20,Melbourne,0.0,6.6,8.8,3,57.0,3,3,37.0,33.0,0.0,0.0,28.8,15.9,21.5,28.0,15.9,21.4,13.2,61.9,1.333,100,8.33,1019.5,68.4,17.5,92.8,8.1,4.0,410,1067,0.2,18.2
2010-04-21,Melbourne,1.0,5.0,7.7,3,41.0,12,8,7.0,15.0,0.0,0.0,23.1,15.1,18.2,23.1,15.1,18.2,15.2,83.5,8.99,100,8.33,1020.0,35.4,11.3,153.1,13.2,6.0,411,1065,0.23,21.6
2010-04-22,Melbourne,0.0,3.6,8.9,6,52.0,3,7,28.0,26.0,0.0,0.0,29.6,13.9,21.6,28.6,13.9,21.5,13.2,62.6,0.122,100,8.33,1018.3,34.3,15.4,164.0,14.1,6.0,412,1064,0.25,21.5
2010-04-23,Melbourne,0.0,8.0,1.2,6,56.0,3,6,24.0,20.0,0.0,1.0,26.4,18.1,21.5,26.4,18.1,21.5,12.8,59.4,3.635,100,12.5,1013.4,91.9,19.2,50.3,4.2,3.0,413,1063,0.31,18.1
2010-04-24,Melbourne,5.0,3.8,3.0,6,54.0,7,15,20.0,31.0,1.0,0.0,22.1,11.1,18.1,22.1,11.1,18.1,12.4,70.3,1.875,100,12.5,1008.5,79.3,17.4,111.5,9.7,6.0,414,1061,0.34,13.0
2010-04-25,Melbourne,0.4,4.4,6.8,12,44.0,13,11,22.0,24.0,0.0,0.0,18.1,9.0,13.0,18.1,6.8,12.7,8.6,76.3,0.479,100,12.5,1018.0,54.8,14.6,157.5,13.7,6.0,415,1060,0.38,12.6
